Index,original_title,production_budget,worldwide_gross,imbd_id,budget,revenue,genres,producers,director,starring
39,Transformers: Age of Extinction,210000000,1104054072,tt2109248,210000000,1091405097,Science Fiction,Lorenzo di Bonaventura,Tom DeSanto,Don Murphy
40,X-Men: The Last Stand,210000000,459260946,tt0376994,210000000,459359555,Adventure,Lauren Shuler Donner,Ralph Winter,Avi Arad
41,Robin Hood,210000000,322459006,tt0955308,200000000,310669540,Action,Ridley Scott,Brian Grazer,Russell Crowe
42,King Kong,207000000,550517357,tt0360717,207000000,550000000,Adventure,Jan Blenkin,Carolynne Cunningham,Fran Walsh
43,The Golden Compass,205000000,367262558,tt0385752,180000000,372234864,Adventure,Bill Carraro,Deborah Forte,Chris Weitz
47,Titanic,200000000,2207986545,tt0120338,200000000,1845034188,Drama,James Cameron,Jon Landau,James Cameron
49,Rogue One: A Star Wars Story,200000000,1055135598,tt3748528,200000000,1056057273,Action,Kathleen Kennedy,Allison Shearmur,Simon Emanuel
50,Finding Dory,200000000,1025006125,tt2277860,200000000,1028570889,Adventure,Lindsey Collins,Andrew Stanton,Ellen DeGeneres
52,Toy Story 3,200000000,1068879522,tt0435761,200000000,1066969703,Animation,Darla K. Anderson,Lee Unkrich,Tom Hanks
53,Iron Man 3,200000000,1215392272,tt1300854,200000000,1215439994,Action,Kevin Feige,Shane Black,Robert Downey Jr.
56,Spider-Man 2,200000000,794697557,tt0316654,200000000,783766341,Action,Laura Ziskin,Avi Arad,Sam Raimi
58,Alice in Wonderland,200000000,1025491110,tt1014759,200000000,1025491110,Family,Richard D. Zanuck,Joe Roth,Suzanne Todd
61,Monsters University,200000000,743455810,tt1453405,200000000,743559607,Animation,Kori Rae,Dan Scanlon,Billy Crystal
63,X-Men: Days of Future Past,200000000,747862775,tt1877832,250000000,747862775,Action,Bryan Singer,Lauren Shuler Donner,Simon Kinberg
64,The Amazing Spider-Man 2,200000000,708996336,tt1872181,200000000,705717432,Action,Avi Arad,Matt Tolmach,Marc Webb
65,Cars 2,200000000,560155383,tt1216475,200000000,559852396,Animation,Denise Ream,John Lasseter,Owen Wilson
70,2012,200000000,757677748,tt1190080,200000000,769653595,Action,Harald Kloser,Mark Gordon,Larry J. Franco
73,Terminator Salvation,200000000,365491792,tt0438488,200000000,371353001,Action,Derek Anderson,Moritz Borman,Victor Kubicek
75,Green Lantern,200000000,219535492,tt1133985,200000000,219851172,Adventure,Donald De Line,Greg Berlanti,Martin Campbell
81,Mulan,200000000,69965374,tt0120762,90000000,304320254,Animation,Pam Coats,Barry Cook,Tony Bancroft
84,Transformers: Dark of the Moon,195000000,1123794079,tt1399103,195000000,1123746996,Action,Lorenzo di Bonaventura,Tom DeSanto,Don Murphy
85,The Mummy,195000000,409953905,tt2345759,125000000,407778013,Thriller,Alex Kurtzman,Chris Morgan,Sean Daniel
86,Jack the Giant Slayer,195000000,197687603,tt1351685,195000000,197687603,Action,Neal H. Moritz,David Dobkin,Bryan Singer
87,Furious 7,190000000,1514553486,tt2820852,190000000,1506249360,Action,Neal H. Moritz,Vin Diesel,Michael Fottrell
88,Star Trek Into Darkness,190000000,467381584,tt1408101,190000000,467365246,Action,J. J. Abrams,Bryan Burk,Damon Lindelof
89,World War Z,190000000,531861650,tt0816711,200000000,531865000,Action,Brad Pitt,Dede Gardner,Jeremy Kleiner
90,The Great Gatsby,190000000,353640419,tt1343092,105000000,351040419,Drama,Lucy Fisher,Catherine Knapman,Baz Luhrmann
92,Pacific Rim,190000000,411002906,tt1663662,180000000,407602906,Action,Guillermo del Toro,Thomas Tull,Jon Jashni
94,The Good Dinosaur,187500000,333771037,tt1979388,175000000,331926147,Adventure,Denise Ream,Peter Sohn,Raymond Ochoa
95,Iron Man,186000000,585171547,tt0371746,140000000,585174222,Action,Avi Arad,Kevin Feige,Jon Favreau
96,The Dark Knight,185000000,998615789,tt0468569,185000000,1004558444,Drama,Emma Thomas,Charles Roven,Christopher Nolan
97,Indiana Jones and the Kingdom of the Crystal Skull,185000000,786635413,tt0367882,185000000,786636033,Adventure,Frank Marshall,Steven Spielberg,Harrison Ford
98,Brave,185000000,554606532,tt1217209,185000000,538983207,Animation,Katherine Sarafian,Mark Andrews,Brenda Chapman
99,Kong: Skull Island,185000000,561072059,tt3731562,185000000,566652812,Action,Thomas Tull,Mary Parent,Jon Jashni
100,Star Trek Beyond,185000000,335673708,tt2660888,185000000,343471816,Action,J. J. Abrams,Roberto Orci,Lindsey Weber
105,Aladdin,182000000,1046649706,tt0103639,28000000,504050219,Animation,Ron Clements,John Musker,Ron Clements
106,Thor: Ragnarok,180000000,850482778,tt3501632,180000000,854000000,Action,Kevin Feige,Taika Waititi,Chris Hemsworth
108,Maleficent,180000000,758536735,tt1587310,180000000,758539785,Fantasy,Joe Roth,Robert Stromberg,Angelina Jolie
111,Rush Hour 3,180000000,256585882,tt0293564,140000000,258022233,Action,Roger Birnbaum,Michael Poryes,Jonathan Glickman
112,The Legend of Tarzan,180000000,348902025,tt0918940,180000000,356743061,Action,Jerry Weintraub,David Barron,Alan Riche
113,Hugo,180000000,180047784,tt0970179,170000000,185770160,Adventure,Graham King,Timothy Headington,Martin Scorsese
114,Valerian and the City of a Thousand Planets,180000000,215098356,tt2239822,197471676,90024292,Adventure,Virginie Besson-Silla,Luc Besson,Dane DeHaan
115,Jupiter Ascending,179000000,181982519,tt1617661,176000003,183987723,Science Fiction,Grant Hill,Lana Wachowski,Lilly Wachowski
117,X-Men: Apocalypse,178000000,542537546,tt3385516,178000000,543934787,Science Fiction,Simon Kinberg,Bryan Singer,Hutch Parker
119,Edge of Tomorrow,178000000,367028980,tt1631867,178000000,370541256,Action,Erwin Stoff,Tom Lassally,Jeffrey Silver
121,The Jungle Book,175000000,953554418,tt3040964,175000000,966550600,Family,Jon Favreau,Brigham Taylor,Jon Favreau
122,Inside Out,175000000,852830107,tt2096673,175000000,857611174,Drama,Jonas Rivera,Pete Docter,Amy Poehler
124,Suicide Squad,175000000,745744980,tt1386697,175000000,745600054,Action,Charles Roven,Richard Suckle,David Ayer
125,Up,175000000,731463377,tt1049413,175000000,735099082,Animation,Jonas Rivera,Pete Docter,Ed Asner
129,Cars 3,175000000,383541369,tt3606752,175000000,350170057,Family,Kevin Reher,Brian Fee,Owen Wilson
130,G.I. Joe: The Rise of Cobra,175000000,302469017,tt1046173,175000000,302469017,Adventure,Lorenzo di Bonaventura,Brian Goldner,Bob Ducsay
131,Wild Wild West,175000000,221229335,tt0120891,170000000,222104681,Action,Jon Peters,Barry Sonnenfeld,Barry Sonnenfeld
132,The Mummy: Tomb of the Dragon Emperor,175000000,405760225,tt0859163,145000000,401128639,Adventure,Stephen Sommers,Sean Daniel,Bob Ducsay
133,Evan Almighty,175000000,174131329,tt0413099,175000000,173000000,Fantasy,Tom Shadyac,Gary Barber,Roger Birnbaum
134,Waterworld,175000000,264246220,tt0114898,175000000,264218220,Adventure,Kevin Costner,John Davis,Charles Gordon
136,King Arthur: Legend of the Sword,175000000,139630336,tt1972591,175000000,146175066,Action,Akiva Goldsman,Joby Harold,Tory Tunnell
137,47 Ronin,175000000,151716815,tt1335975,175000000,150962475,Drama,Pamela Abdy,Eric McLeod,Carl Rinsch
141,Guardians of the Galaxy,170000000,770882395,tt2015381,170000000,773328629,Action,Kevin Feige,James Gunn,Chris Pratt
142,Iron Man 2,170000000,621156389,tt1228705,200000000,623933331,Adventure,Kevin Feige,Jon Favreau,Robert Downey Jr.
143,Captain America: The Winter Soldier,170000000,714401889,tt1843866,170000000,714766572,Action,Kevin Feige,Anthony Russo,Joe Russo
144,Dawn of the Planet of the Apes,170000000,710644566,tt2103281,170000000,710644566,Science Fiction,Peter Chernin,Dylan Clark,Rick Jaffa
145,The Polar Express,170000000,312719437,tt0338348,165000000,305875730,Adventure,Steve Starkey,Robert Zemeckis,Gary Goetzman
146,Snow White and the Huntsman,170000000,401021746,tt1735898,170000000,396600000,Adventure,Joe Roth,Sam Mercer,Rupert Sanders
147,Terminator 3: Rise of the Machines,170000000,433058296,tt0181852,200000000,435000000,Action,Hal Lieberman,Colin Wilson,Mario F. Kassar
148,Van Helsing,170000000,300150546,tt0338526,160000000,300257475,Horror,Stephen Sommers,Bob Ducsay,Stephen Sommers
151,Tomorrowland,170000000,206627518,tt1964418,190000000,209154322,Adventure,Damon Lindelof,Brad Bird,Jeffrey Chernov
154,Shrek Forever After,165000000,756244673,tt0892791,165000000,752600867,Comedy,Gina Shay,Teresa Cheng,Mike Mitchell
156,Big Hero 6,165000000,648415024,tt2245084,165000000,652105443,Adventure,Roy Conli,Don Hall,Chris Williams
157,How to Train Your Dragon,165000000,494870992,tt0892769,165000000,494878759,Fantasy,Bonnie Arnold,Chris Sanders,Dean DeBlois
158,Wreck-It Ralph,165000000,496511521,tt1772341,165000000,471222889,Family,Clark Spencer,Rich Moore,John C. Reilly
159,Interstellar,165000000,651023006,tt0816692,165000000,675120017,Adventure,Emma Thomas,Christopher Nolan,Lynda Obst
162,Independence Day: Resurgence,165000000,384169424,tt1628841,165000000,389681935,Action,Dean Devlin,Harald Kloser,Roland Emmerich
164,Beauty and the Beast,160000000,1270818066,tt2771200,160000000,1262886337,Family,David Hoberman,Todd Lieberman,Bill Condon
167,Shrek the Third,160000000,807330936,tt0413267,160000000,798958165,Fantasy,Aron Warner,Chris Miller,Mike Myers
168,Inception,160000000,728582465,tt1375666,160000000,825532764,Action,Emma Thomas,Christopher Nolan,Christopher Nolan
169,The Hunger Games: Mockingjay - Part 2,160000000,648986787,tt1951266,160000000,653428261,Action,Nina Jacobson,Jon Kilik,Francis Lawrence
171,Godzilla,160000000,529076069,tt0831387,160000000,529076069,Action,Thomas Tull,Jon Jashni,Mary Parent
172,X-Men: First Class,160000000,355408305,tt1270798,160000000,353624124,Action,Lauren Shuler Donner,Bryan Singer,Simon Kinberg
173,The Curious Case of Benjamin Button,160000000,329631958,tt0421715,150000000,333932083,Fantasy,Ceán Chaffin,Kathleen Kennedy,Frank Marshall
174,The Sorcerers Apprentice,160000000,217986320,tt0963966,150000000,215283742,Fantasy,Jerry Bruckheimer,Jon Turteltaub,Nicolas Cage
175,Poseidon,160000000,181674817,tt0409182,160000000,181674817,Adventure,Wolfgang Petersen,Duncan Henderson,Mike Fleiss
176,Warcraft,160000000,438899824,tt0803096,160000000,433677183,Action,Charles Roven,Alex Gartner,Thomas Tull
178,Deepwater Horizon,156000000,122603824,tt1860357,110000000,121790373,Drama,Lorenzo di Bonaventura,Mark Vahradian,Mark Wahlberg
183,Alexander,155000000,167297191,tt0346491,155000000,167298192,War,Thomas Schühly,Jon Kilik,Iain Smith
184,War for the Planet of the Apes,152000000,489592267,tt3450958,152000000,369907963,Drama,Peter Chernin,Dylan Clark,Rick Jaffa
185,Pearl Harbor,151500000,449239853,tt0213149,140000000,449220945,History,Michael Bay,Jerry Bruckheimer,Michael Bay
186,Transformers,151000000,708272592,tt0418279,150000000,709709780,Adventure,Lorenzo di Bonaventura,Tom DeSanto,Don Murphy
188,Wonder Woman,150000000,818058221,tt0451279,149000000,820580447,Action,Charles Roven,Deborah Snyder,Zack Snyder
189,Frozen,150000000,1264377166,tt2294629,150000000,1274219009,Animation,Peter Del Vecho,Chris Buck,Jennifer Lee
190,Zootopia,150000000,1004629935,tt2948356,150000000,1023784195,Animation,Clark Spencer,Byron Howard,Rich Moore
191,Harry Potter and the Order of the Phoenix,150000000,939619849,tt0373889,150000000,938212738,Adventure,David Heyman,David Barron,David Yates
192,Harry Potter and the Goblet of Fire,150000000,886746240,tt0330373,150000000,895921036,Adventure,David Heyman,Mike Newell,Daniel Radcliffe
193,The Matrix Reloaded,150000000,738576929,tt0234215,150000000,738599701,Adventure,Joel Silver,The Wachowskis,a
195,Moana,150000000,634965560,tt3521164,150000000,643034466,Adventure,Osnat Shurer,Ron Clements,John Musker
196,Hancock,150000000,624234272,tt0448157,150000000,624029371,Fantasy,Akiva Goldsman,James Lassiter,Michael Mann
198,Charlie and the Chocolate Factory,150000000,475825484,tt0367594,150000000,474968763,Adventure,Brad Grey,Richard D. Zanuck,Tim Burton
199,Ratatouille,150000000,626549695,tt0382932,150000000,623722818,Animation,Brad Lewis,Brad Bird,Patton Oswalt
200,Thor: The Dark World,150000000,644602516,tt1981115,170000000,644571402,Action,Kevin Feige,Alan Taylor,Chris Hemsworth
201,Batman Begins,150000000,358858124,tt0372784,150000000,374218673,Action,Charles Roven,Emma Thomas,Larry Franco
203,Dunkirk,150000000,518058826,tt5013056,100000000,519876949,Action,Emma Thomas,Christopher Nolan,Christopher Nolan
204,Thor,150000000,449326618,tt0800369,150000000,449326618,Adventure,Kevin Feige,Kenneth Branagh,Chris Hemsworth
205,Madagascar: Escape 2 Africa,150000000,599680774,tt0479952,150000000,603900354,Family,Mireille Soria,Mark Swift,Eric Darnell
206,X-Men Origins: Wolverine,150000000,374825760,tt0458525,150000000,373062864,Adventure,Lauren Shuler Donner,Ralph Winter,Hugh Jackman
207,Night at the Museum: Battle of the Smithsonian,150000000,402231063,tt1078912,150000000,413106170,Adventure,Shawn Levy,Chris Columbus,Michael Barnathan
208,Kung Fu Panda 2,150000000,664837547,tt1302011,150000000,665692281,Animation,Melissa Cobb,Jennifer Yuh Nelson,Jack Black
209,Mad Max: Fury Road,150000000,367457874,tt1392190,150000000,378858340,Action,Doug Mitchell,George Miller,PJ Voeten
211,The Matrix Revolutions,150000000,427300260,tt0242653,150000000,424988211,Adventure,Joel Silver,The Wachowskis,a
213,Chicken Little,150000000,310043823,tt0371606,150000000,314432665,Animation,Randy Fullmer,Mark Dindal,Zach Braff
214,Mission: Impossible III,150000000,399387745,tt0317919,150000000,397850012,Adventure,Tom Cruise,Paula Wagner,J. J. Abrams
215,Angels & Demons,150000000,490875846,tt0808151,150000000,356613439,Thriller,Brian Grazer,Ron Howard,John Calley
216,Troy,150000000,483152040,tt0332452,175000000,497409852,Adventure,Wolfgang Petersen,Diana Rathbun,Colin Wilson
217,The Last Airbender,150000000,319713881,tt0938283,150000000,318502923,Action,M. Night Shyamalan,Sam Mercer,Frank Marshall
218,Bee Movie,150000000,287594577,tt0389790,150000000,287594577,Family,Jerry Seinfeld,Christina Steinberg,Cameron Stevning
219,G-Force,150000000,292817841,tt0436339,150000000,292817841,Fantasy,Jerry Bruckheimer,Hoyt H. Yeatman Jr.,Sam Rockwell
220,Bolt,150000000,328015029,tt0397892,150000000,309979994,Animation,Clark Spencer,Chris Williams,Byron Howard
222,Wrath of the Titans,150000000,305270083,tt1646987,150000000,301000000,Adventure,Basil Iwanyk,Polly Cohen Johnsen,Jonathan Liebesman
223,Beowulf,150000000,195080579,tt0442933,70000000,195735876,Adventure,Robert Zemeckis,Steve Bing,Jack Rapke
224,Dark Shadows,150000000,238202668,tt1077368,150000000,245527149,Comedy,Richard D. Zanuck,Graham King,Johnny Depp
225,White House Down,150000000,205440387,tt2334879,150000000,205366737,Action,Roland Emmerich,Bradley J. Fischer,Harald Kloser
227,The Wolfman,150000000,142634358,tt0780653,150000000,139800000,Drama,Scott Stuber,Benicio del Toro,Rick Yorn
228,The Great Wall,150000000,334486852,tt2034800,150000000,331957105,Action,Thomas Tull,Charles Roven,Jon Jashni
230,Mars Needs Moms,150000000,39549758,tt1305591,150000000,38992758,Adventure,Robert Zemeckis,Jack Rapke,Steve Starkey
234,Flushed Away,149000000,179357126,tt0424095,149000000,64459316,Adventure,Cecil Kramer,David Sproxton,Peter Lord
235,Madagascar 3: Europes Most Wanted,145000000,746921271,tt1277953,145000000,746921274,Animation,Mireille Soria,Mark Swift,Eric Darnell
237,How to Train Your Dragon 2,145000000,614586270,tt1646971,145000000,609123048,Fantasy,Bonnie Arnold,Dean DeBlois,Jay Baruchel
238,Tarzan,145000000,448191819,tt0120855,150000000,448000000,Adventure,Bonnie Arnold,Kevin Lima,Chris Buck
239,Mr. Peabody & Sherman,145000000,269806430,tt0864835,145000000,272912430,Animation,Alex Schwartz,Denise Nolan Cascino,Rob Minkoff
240,Rise of the Guardians,145000000,306900902,tt1446192,145000000,306941670,Fantasy,Christina Steinberg,Nancy Bernstein,Peter Ramsey
241,Sahara,145000000,121645390,tt0318649,130000000,119269486,Action,Stephanie Austin,Howard Baldwin,Karen Baldwin
242,Ghostbusters,144000000,229008658,tt1289401,144000000,229147509,Action,Ivan Reitman,Amy Pascal,Paul Feig
245,Star Trek,140000000,386839614,tt0796366,150000000,385680446,Science Fiction,J. J. Abrams,Damon Lindelof,J. J. Abrams
246,Armageddon,140000000,554600000,tt0120591,140000000,553799566,Action,Jerry Bruckheimer,Gale Anne Hurd,Michael Bay
248,Captain America: The First Avenger,140000000,370569776,tt0458339,140000000,370569774,Action,Kevin Feige,Joe Johnston,Chris Evans
249,Kung Fu Panda 3,140000000,521170825,tt2267968,145000000,521170825,Action,Melissa Cobb,Jennifer Yuh Nelson,Alessandro Carloni
250,Lethal Weapon 4,140000000,285400000,tt0122151,140000000,285444603,Action,Richard Donner,Joel Silver,Richard Donner
251,G.I. Joe: Retaliation,140000000,375740705,tt1583421,130000000,371876278,Adventure,Lorenzo di Bonaventura,Brian Goldner,Jon M. Chu
252,The Last Samurai,140000000,456810575,tt0325710,140000000,456758981,Drama,Marshall Herskovitz,Edward Zwick,Tom Cruise
254,Exodus: Gods and Kings,140000000,268314513,tt1528100,140000000,268031828,Adventure,Peter Chernin,Ridley Scott,Jenno Topping
255,The BFG,140000000,199646680,tt3691740,140000000,183345589,Adventure,Steven Spielberg,Frank Marshall,Sam Mercer
257,Gods of Egypt,140000000,138836756,tt2404233,140000000,150680864,Fantasy,Basil Iwanyk,Alex Proyas,Alex Proyas
259,Spider-Man,139000000,821706375,tt0145487,139000000,821708551,Fantasy,Laura Ziskin,Ian Bryce,Sam Raimi
260,Watchmen,138000000,186976250,tt0409459,130000000,185258983,Action,Lawrence Gordon,Lloyd Levin,Deborah Snyder
261,Stealth,138000000,76416746,tt0382992,135000000,76932943,Action,Mike Medavoy,Neal H. Moritz,Laura Ziskin
262,The Incredible Hulk,137500000,265573859,tt0800080,150000000,163712074,Science Fiction,Avi Arad,Gale Anne Hurd,Kevin Feige
263,Hulk,137000000,245031679,tt0286716,137000000,245360480,Drama,Avi Arad,Larry J. Franco,Gale Anne Hurd
264,Final Fantasy: The Spirits Within,137000000,85131830,tt0173840,137000000,85131830,Adventure,Chris Lee,Jun Aida,Hironobu Sakaguchi
266,The Croods,135000000,573068425,tt0481499,135000000,585178928,Adventure,Kristine Belson,Jane Hartwell,Kirk DeMicco
267,The Revenant,135000000,532938302,tt1663202,135000000,532950503,Western,Arnon Milchan,Steve Golin,Alejandro G. Iñárritu
269,Rango,135000000,245724600,tt1192628,135000000,245724603,Animation,Gore Verbinski,Graham King,John B. Carls
270,Master and Commander: The Far Side of the World,135000000,212912137,tt0311113,150000000,212011111,Adventure,Samuel Goldwyn Jr.,Duncan Henderson,Peter Weir
271,Turbo,135000000,286896578,tt1860353,135000000,282570682,Animation,Lisa Stewart,David Soren,Ryan Reynolds
272,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,245328374,tt3949660,135000000,245623848,Fantasy,Michael Bay,Andrew Form,Brad Fuller
273,Happy Feet Two,135000000,157956466,tt1402488,130000000,150406466,Animation,George Miller,Bill Miller,Doug Mitchell
274,Miami Vice,135000000,164920076,tt0430357,135000000,163794509,Action,Michael Mann,Pieter Jan Brugge,Michael Mann
276,War of the Worlds,132000000,606836535,tt0407304,132000000,591739379,Adventure,Kathleen Kennedy,Colin Wilson,Steven Spielberg
277,Penguins of Madagascar,132000000,366942531,tt1911658,132000000,373552094,Family,Mark Swift,Lara Breay,1
278,The Hunger Games: Catching Fire,130000000,864868047,tt1951264,130000000,847423452,Adventure,Nina Jacobson,Jon Kilik,Francis Lawrence
279,Harry Potter and the Prisoner of Azkaban,130000000,789592708,tt0304141,130000000,789804554,Adventure,David Heyman,Chris Columbus,Mark Radcliffe
280,The Bourne Ultimatum,130000000,444043396,tt0440963,70000000,442824138,Action,Frank Marshall,Patrick Crowley,Paul L. Sandberg
282,Kung Fu Panda,130000000,631910531,tt0441773,130000000,631744560,Adventure,Melissa Cobb,John Stevenson,Mark Osborne
283,Ant-Man,130000000,518858449,tt0478970,130000000,519311965,Science Fiction,Kevin Feige,Peyton Reed,Paul Rudd
284,Home,130000000,385997896,tt2224026,135000000,368871007,Fantasy,Mireille Soria,Chris Jenkins,Suzanne Buirgy
287,Megamind,130000000,321887208,tt1001526,130000000,321887208,Animation,Lara Breay,Denise Nolan Cascino,Tom McGrath
288,Bad Boys II,130000000,273271982,tt0172156,130000000,273339556,Adventure,Jerry Bruckheimer,Michael Bay,Martin Lawrence
289,Rio 2,130000000,492846291,tt2357291,103000000,500188435,Animation,Bruce Anderson,John C. Donkin,Carlos Saldanha
290,Salt,130000000,290650494,tt0944835,110000000,293329073,Action,Lorenzo di Bonaventura,Sunil Perkash,Phillip Noyce
291,Noah,130000000,352831065,tt1959490,125000000,362637473,Drama,Scott Franklin,Darren Aronofsky,Mary Parent
292,The Adventures of Tintin,130000000,373993951,tt0983193,130000000,371940071,Adventure,Steven Spielberg,Peter Jackson,Kathleen Kennedy
293,After Earth,130000000,251499665,tt1815862,130000000,243843127,Science Fiction,Caleeb Pinkett,Jada Pinkett Smith,Will Smith
295,R.I.P.D.,130000000,79076678,tt0790736,130000000,61648500,Fantasy,Peter M. Lenkov,Neal H. Moritz,Mike Richardson
298,Dinosaur,127500000,356148063,tt0130623,127500000,354248063,Animation,Pam Marsden,Ralph Zondag,Eric Leighton
299,Logan,127000000,614202315,tt3315342,97000000,616801808,Action,Hutch Parker,Simon Kinberg,Lauren Shuler Donner
300,Night at the Museum: Secret of the Tomb,127000000,353756621,tt2692250,127000000,349424282,Adventure,Shawn Levy,Chris Columbus,Mark Radcliffe
302,The Hunger Games: Mockingjay - Part 1,125000000,766575131,tt1951265,125000000,752100229,Science Fiction,Nina Jacobson,Jon Kilik,Francis Lawrence
306,The Da Vinci Code,125000000,767820459,tt0382625,125000000,767820459,Thriller,Brian Grazer,John Calley,Ron Howard
308,Fast Five,125000000,630163454,tt1596343,125000000,626137675,Action,Neal H. Moritz,Vin Diesel,Michael Fottrell
309,Teenage Mutant Ninja Turtles,125000000,485004754,tt1291150,125000000,477200000,Science Fiction,Michael Bay,Andrew Form,Brad Fuller
310,Sherlock Holmes: A Game of Shadows,125000000,535663443,tt1515091,125000000,334615000,Adventure,Joel Silver,Lionel Wigram,Susan Downey
311,The Day After Tomorrow,125000000,555840117,tt0319262,125000000,544272402,Action,Roland Emmerich,Mark Gordon,Roland Emmerich
312,The Boss Baby,125000000,527965936,tt3874544,125000000,498814908,Animation,Ramsey Ann Naito,Tom McGrath,Alec Baldwin
313,Clash of the Titans,125000000,493214888,tt0800320,125000000,232713139,Adventure,Basil Iwanyk,Kevin De La Noy,Richard D. Zanuck
316,Prometheus,125000000,402448265,tt1446714,130000000,403170142,Science Fiction,David Giler,Walter Hill,Ridley Scott
317,The Bourne Legacy,125000000,280355920,tt1194173,130000000,276572938,Action,Frank Marshall,Patrick Crowley,Jeffrey M. Weiner
318,Batman & Robin,125000000,238317814,tt0118688,125000000,238207122,Action,Peter MacGregor-Scott,Joel Schumacher,Arnold Schwarzenegger
321,Total Recall,125000000,211856088,tt1386703,125000000,198802074,Action,Neal H. Moritz,Toby Jaffe,Len Wiseman
323,Monster Trucks,125000000,61642798,tt3095734,125000000,64493915,Action,Mary Parent,Denis L. Stewart,Chris Wedge
324,The 13th Warrior,125000000,61698899,tt0120657,160000000,61698899,Adventure,John McTiernan,Michael Crichton,Ned Dowd
325,How the Grinch Stole Christmas,123000000,345445403,tt0170016,123000000,345141403,Family,Brian Grazer,Ron Howard,Ron Howard
327,The Perfect Storm,120000000,328711434,tt0177971,120000000,325756637,Drama,Paula Weinstein,Wolfgang Petersen,Gail Katz
328,Jason Bourne,120000000,416168316,tt4196776,120000000,415484914,Action,Paul Greengrass,Matt Damon,Frank Marshall
331,Life of Pi,120000000,619310368,tt0454876,120000000,609016565,Adventure,Gil Netter,Ang Lee,David Womark
332,Ghost Rider,120000000,229545589,tt0259324,110000000,228738393,Thriller,Avi Arad,Steven Paul,Michael De Luca
334,Charlies Angels: Full Throttle,120000000,227163273,tt0305357,120000000,259175788,Action,Drew Barrymore,Leonard Goldberg,Nancy Juvonen
335,Elysium,120000000,286192091,tt1535108,115000000,286140700,Science Fiction,Bill Block,Neill Blomkamp,Simon Kinberg
336,Oblivion,120000000,287916633,tt1483013,120000000,286168572,Action,Peter Chernin,Dylan Clark,Duncan Henderson
337,Power Rangers,120000000,142531552,tt3717490,100000000,142337240,Action,Haim Saban,Brian Casentini,Marty Bowen
338,Stuart Little 2,120000000,166000000,tt0243585,120000000,169956806,Family,Douglas Wick,Lucy Fisher,Rob Minkoff
339,RoboCop,120000000,242981799,tt1234721,120000000,242688965,Action,Marc Abraham,Eric Newman,José Padilha
340,The Chronicles of Riddick,120000000,107212751,tt0296572,105000000,115772733,Action,Scott Kroopf,Vin Diesel,David Twohy
341,The Fantastic Four,120000000,167849187,tt0109770,1500000,,Action,Steven Rabiner,Oley Sassone,Alex Hyde-White
342,Speed Racer,120000000,93394462,tt0811080,120000000,93945766,Action,Joel Silver,Grant Hill,The Wachowskis
343,The Island,120000000,163018913,tt0399201,126000000,162949164,Action,Michael Bay,Ian Bryce,Walter Parkes
346,Knight and Day,117000000,258751370,tt1013743,117000000,261930431,Action,Cathy Konrad,Todd Garner,Steve Pink
348,Venom,116000000,856081053,tt0428251,,881779,Horror,Scott Faye,Karen Lauder,Jim Gillespie
352,"Monsters, Inc.",115000000,560483719,tt0198781,115000000,562816256,Animation,Darla K. Anderson,Pete Docter,John Goodman
353,The Wolverine,115000000,416456852,tt1430132,120000000,415440673,Action,Lauren Shuler Donner,Hutch Parker,James Mangold
356,Windtalkers,115000000,77628265,tt0245562,115000000,77628265,Drama,Terence Chang,Tracie Graham-Rice,Alison Rosenzweig
359,Gullivers Travels,112000000,232017848,tt1320261,112000000,237382724,Comedy,John Davis,Gregory Goodman,Rob Letterman
363,Night at the Museum,110000000,579446407,tt0477347,110000000,574480841,Action,Shawn Levy,Chris Columbus,Michael Barnathan
366,San Andreas,110000000,456258539,tt2126355,110000000,470490832,Action,Beau Flynn,Brad Peyton,Dwayne Johnson
367,The Smurfs,110000000,563749323,tt0472181,110000000,563749323,Animation,Jordan Kerner,Raja Gosnell,Neil Patrick Harris
368,Live Free or Die Hard,110000000,382288147,tt0337978,110000000,383531464,Action,Michael Fottrell,Len Wiseman,Bruce Willis
370,Oceans Twelve,110000000,362989076,tt0349903,110000000,362744280,Thriller,Jerry Weintraub,Steven Soderbergh,George Clooney
372,The Patriot,110000000,215300000,tt0187393,110000000,215294342,Drama,Dean Devlin,Mark Gordon,Gary Levinsohn
373,300: Rise of an Empire,110000000,330780051,tt1253863,110000000,337580051,Action,Gianni Nunnari,Mark Canton,Zack Snyder
374,The Aviator,110000000,208370892,tt0338751,116000000,102000000,Drama,Michael Mann,Sandy Climan,Graham King
375,Passengers,110000000,302239672,tt0449487,25000000,2000000,Drama,Joseph Drake,Rodrigo García,Anne Hathaway
376,The Green Hornet,110000000,229155503,tt0990407,120000000,227817248,Action,Neal H. Moritz,Michel Gondry,Seth Rogen
378,Real Steel,110000000,263880341,tt0433035,110000000,299268508,Action,Shawn Levy,Susan Montford,Don Murphy
380,The A-Team,110000000,177241171,tt0429493,110000000,177238796,Thriller,Stephen J. Cannell,Tony Scott,Spike Seldin
381,The Smurfs 2,110000000,348547523,tt2017020,105000000,347434178,Fantasy,Jordan Kerner,Raja Gosnell,Neil Patrick Harris
